Country,Version,Language,Date,PDF
State of Palestine,First (Archived),Arabic,28/08/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/State%20of%20Palestine%20First/NDC_State%20of%20Palestine_Arabic.pdf
Sudan,First (Archived),English,02/08/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sudan%20First/28Oct15-Sudan%20INDC.pdf
Sudan,First (Interim updated submission),English,31/05/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sudan%20First/Sudan%20Updated%20First%20NDC-Interim%20Submission.pdf
Suriname,Second,English,09/12/2019,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf
Suriname,First(Archived),English,13/02/2019,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20First/Suriname%20First%20NDC.pdf
Switzerland,First (Archived),English,06/10/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Switzerland%20First/15%2002%2027_INDC%20Contribution%20of%20Switzerland.pdf
Switzerland,First (Updated submission),English,09/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Switzerland%20First/Switzerland_Full%20NDC%20Communication%202021-2030%20incl%20ICTU.pdf
Syrian Arab Republic,First,Arabic,30/11/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Syrian%20Arab%20Republic%20First/First%20NDC_Syrian%20Arab%20Republic.pdf
Syrian Arab Republic,First,English,13/03/2019,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Syrian%20Arab%20Republic%20First/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf
Tajikistan,First (Archived),Russian,22/03/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/INDC-TJK%20final%20RUS%2021%20сент.pdf
Tajikistan,First (Updated submission),Russian,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/NDC_TAJIKISTAN_RUSS.pdf
Tajikistan,First (Archived),English,22/03/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/INDC-TJK%20final%20ENG.pdf
Tajikistan,First (Updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/NDC_TAJIKISTAN_ENG.pdf
Tajikistan,First (Updated submission letter),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/NDC_Letter_TJK.pdf
Thailand,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Thailand%20First/Thailand_INDC.pdf
Thailand,First (Updated submission),English,26/10/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Thailand%20First/Thailand%20Updated%20NDC.pdf
The Republic of North Macedonia,First (Archived),English,09/01/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/The%20Republic%20of%20North%20Macedonia%20First/Submission_Republic_of_Macedonia_20150805144001_135181.pdf
The Republic of North Macedonia,First (Updated submission),English,16/04/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/The%20Republic%20of%20North%20Macedonia%20First/Macedonian%20enhanced%20NDC%20(002).pdf
Timor-Leste,First,English,16/08/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Timor-Leste%20First/Timor-Leste%20First%20NDC.pdf
Togo,First (Archived),French,28/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Togo%20First/CPDN%20_TOGO.pdf
Togo,First (Updated submission),French,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Togo%20First/CDN%20Revisées_Togo_Document%20intérimaire_rv_11%2010%2021.pdf
Togo,First (Archived),English,28/06/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Togo%20First/INDC%20Togo_english%20version.pdf
Tonga,Second,English,09/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20Second/Tonga%27s%20Second%20NDC.pdf
Tonga,Second,English,09/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20Second/Tonga%20NDC%20Review%20Report.pdf
Tonga,First,English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20First/Tonga%20INDC.pdf
Trinidad and Tobago,First,English,22/02/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Trinidad%20and%20Tobago%20First/Trinidad%20and%20Tobago%20Final%20INDC.pdf
Tunisia,First (Archived),French,10/02/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tunisia%20First/INDC%20Tunisie%20VF%205%20aout%20Valid.pdf
Tunisia,First (Updated submission),French,10/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tunisia%20First/Tunisia%20Update%20NDC-french.pdf
Tunisia,First (Archived),English,10/02/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tunisia%20First/INDC-Tunisia-English%20Version.pdf
Turkey,First,English,11/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Turkey%20First/The_INDC_of_TURKEY_v.15.19.30.pdf
Turkmenistan,First,English,21/10/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Turkmenistan%20First/INDC_Turkmenistan.pdf
Tuvalu,First,English,22/04/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tuvalu%20First/TUVALU%20INDC.pdf
Uganda,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uganda%20First/INDC%20Uganda%20final%20%2014%20October%20%202015.pdf
Uganda,First (Interim-updated submission),English,12/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uganda%20First/Uganda%20interim%20NDC%20submission_.pdf
Ukraine,First (Archived),English,19/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Ukraine%20First/Ukraine%20First%20NDC.pdf
Ukraine,First (Updated submission),English,31/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Ukraine%20First/Ukraine%20NDC_July%2031.pdf
United Arab Emirates,Second,Arabic,29/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Arab%20Emirates%20Second/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20Arabic%20-%20FINAL.pdf
United Arab Emirates,Second,English,29/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Arab%20Emirates%20Second/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20English%20-%20FINAL.pdf
United Arab Emirates,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Arab%20Emirates%20First/UAE%20INDC%20-%2022%20October.pdf
United Kingdom of Great Britain and Northern Ireland,First (Updated Submission),English,12/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Kingdom%20of%20Great%20Britain%20and%20Northern%20Ireland%20First/UK%20Nationally%20Determined%20Contribution.pdf
United Republic of Tanzania,First (Archived),English,18/05/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Republic%20of%20Tanzania%20First%20NDC/The%20United%20Republic%20of%20Tanzania%20First%20NDC.pdf
United Republic of Tanzania,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Republic%20of%20Tanzania%20First%20NDC/TANZANIA_NDC_SUBMISSION_30%20JULY%202021.pdf
United States of America,First (Archived),English,03/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20States%20of%20America%20First/U.S.A.%20First%20NDC%20Submission.pdf
United States of America,First (After rejoining the Paris Agreement),English,22/04/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20States%20of%20America%20First/United%20States%20NDC%20April%2021%202021%20Final.pdf
Uruguay,First,Spanish,10/11/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uruguay%20First/Uruguay_Primera%20Contribución%20Determinada%20a%20nivel%20Nacional.pdf
Uruguay,First,English,14/11/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uruguay%20First/Uruguay_First%20Nationally%20Determined%20Contribution.pdf
Uzbekistan,First (Archived),English,09/11/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uzbekistan%20First/INDC%20Uzbekistan%2018-04-2017_Eng.pdf
Uzbekistan,First (Updated submission),Russian,30/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uzbekistan%20First/Uzbekistan_Updated%20NDC_2021_RU.pdf
Uzbekistan,First (Updated submission),English,30/10/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Uzbekistan%20First/Uzbekistan_Updated%20NDC_2021_EN.pdf
Vanuatu,First (Archived),English,21/09/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Vanuatu%20First/VANUATU%20%20INDC%20UNFCCC%20Submission.pdf
Vanuatu,First (Updated Submission),English,22/03/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Vanuatu%20First/Vanuatu’s%20First%20Nationally%20Determined%20Contribution%20(NDC)%20(Updated%20Submission%202020).pdf
Venezuela (Bolivarian Republic of),First,Spanish,27/02/2018,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Venezuela%20(Bolivarian%20Republic%20of)%20First/Primera%20%20NDC%20Venezuela.pdf
Viet Nam,First (Archived),English,03/11/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Viet%20Nam%20First/VIETNAM%27S%20INDC.pdf
Viet Nam Updated,First (Updated submission),English,11/09/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Viet%20Nam%20First/Viet%20Nam_NDC_2020_Eng.pdf
Zambia,First (Archived),English,09/12/2016,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zambia%20First/FINAL+ZAMBIA%27S+INDC_1.pdf
Zambia,First (Archived),English,30/12/2020,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zambia%20First/Zambia_Provisional_Updated_NDC_2020.pdf
Zambia,First (Updated submission),English,30/07/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zambia%20First/Final%20Zambia_Revised%20and%20Updated_NDC_2021_.pdf
Zimbabwe,First (Archived),English,07/08/2017,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zimbabwe%20First/Zimbabwe%20First%20NDC.pdf
Zimbabwe,First (Updated submission),English,24/09/2021,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zimbabwe%20First/Zimbabwe%20Revised%20Nationally%20Determined%20Contribution%202021%20Final.pdf
